Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;V-Mag;NGC;IC;Common names
IC4087;G;13:02:00.41;+19:59:42.7;Com;0.23;0.13;9;;;;
IC4088;G;13:01:43.37;+29:02:40.8;Com;1.45;0.40;88;13.82;;;
IC4089;G;13:02:01.85;+19:30:10.4;Com;0.36;0.32;149;;;;
IC4090;*;13:01:46.30;+36:50:16.6;CVn;;;;;;;
IC4091;G;13:02:12.96;+19:53:34.8;Com;0.52;0.26;131;;;;
IC4092;*;13:02:13.63;+19:11:03.0;Com;;;;;;;
IC4093;Other;13:02:03.99;+28:59:41.1;Com;;;;;;;
IC4094;G;13:01:58.59;+37:47:42.1;CVn;0.44;0.30;132;;;;
IC4095;G;13:02:20.38;+19:05:58.9;Com;0.77;0.33;27;;;;
IC4096;G;13:02:16.96;+24:00:39.0;Com;0.67;0.52;132;;;;
IC4097;*;13:02:04.94;+36:36:19.6;CVn;;;;;;;
IC4098;G;13:02:03.84;+37:58:51.2;CVn;0.51;0.28;112;;;;
IC4099;G;13:02:23.23;+24:01:45.0;Com;0.65;0.49;104;;;;
IC4100;G;13:02:04.91;+40:24:30.1;CVn;1.16;0.75;104;;;;
IC4101;*;13:02:13.75;+39:56:25.3;CVn;;;;;;;
IC4102;G;13:02:17.99;+36:09:08.8;CVn;0.34;0.22;78;;;;
IC4103;G;13:02:19.05;+38:01:03.0;CVn;0.76;0.52;64;;;;
IC4104;G;13:02:18.12;+38:35:32.7;CVn;0.51;0.37;167;;;;
IC4105;G;13:02:19.00;+38:16:16.6;CVn;0.48;0.39;89;;;;
IC4106;G;13:02:38.44;+28:06:52.5;Com;0.74;0.55;135;;;;
IC4107;G;13:02:41.87;+21:59:50.6;Com;0.89;0.81;0;;;;
IC4108;G;13:02:31.53;+38:28:42.6;CVn;0.71;0.37;132;;;;
IC4109;*;13:02:57.97;+19:00:13.3;Com;;;;;;;
IC4110;G;13:02:58.29;+19:13:37.1;Com;0.20;0.14;151;;;;
IC4111;G;13:02:56.57;+28:04:13.5;Com;0.73;0.34;133;;;;
IC4112;*;13:02:45.16;+37:12:43.8;CVn;;;;;;;
IC4113;GPair;13:03:03.37;+20:28:20.1;Com;0.40;;;;;;
IC4113 NED01;G;13:03:03.31;+20:28:24.2;Com;0.37;0.23;111;;;;
IC4113 NED02;G;13:03:03.52;+20:28:15.4;Com;;;;;;;
IC4114;G;13:02:41.83;+40:06:16.3;CVn;0.46;0.21;41;;;;
IC4115;G;13:02:48.73;+37:13:23.6;CVn;0.56;0.44;15;;;;
IC4116;*;13:03:10.12;+19:05:00.1;Com;;;;;;;
IC4117;*;13:02:48.60;+40:31:29.6;CVn;;;;;;;
IC4118;G;13:02:51.70;+38:17:34.6;CVn;0.63;0.39;102;;;;
IC4119;G;13:03:15.17;+19:13:58.0;Com;0.43;0.15;24;;;;
IC4120;*;13:03:01.55;+37:04:54.0;CVn;;;;;;;
IC4121;*;13:03:21.52;+19:16:56.3;Com;;;;;;;
IC4122;G;13:03:24.43;+20:11:48.9;Com;0.84;0.69;26;;;;
IC4123;G;13:03:05.82;+38:18:52.1;CVn;0.55;0.47;138;;;;
IC4124;G;13:03:31.57;+22:50:48.5;Com;0.38;0.26;37;;;;
IC4125;G;13:03:34.97;+18:48:12.2;Com;1.01;0.65;74;;;;
IC4126;*;13:03:36.45;+19:19:24.4;Com;;;;;;;
IC4127;G;13:03:17.40;+38:02:48.9;CVn;0.58;0.37;40;;;;
IC4128;G;13:03:41.24;+20:12:59.9;Com;0.40;0.28;65;;;;
IC4129;G;13:03:43.97;+18:52:37.7;Com;0.47;0.29;28;;;;
IC4130;G;13:03:46.59;+19:16:17.5;Com;1.20;1.05;70;14.30;;;
IC4131;G;13:03:25.58;+38:57:04.6;CVn;0.38;0.28;158;;;;
IC4132;*;13:03:33.84;+38:22:39.3;CVn;;;;;;;
IC4133;G;13:03:50.80;+27:59:18.2;Com;0.57;0.52;66;;;;
IC4134;Dup;13:02:04.15;-11:22:42.3;Vir;;;;;4920;;
IC4135;G;13:03:37.39;+40:14:56.3;CVn;0.67;0.38;36;;;;
IC4136;Dup;13:04:19.11;-07:38:58.0;Vir;;;;;4942;;
IC4137;G;13:03:59.30;+22:44:23.9;Com;0.39;0.31;166;;;;
IC4138;G;13:04:02.11;+20:39:55.8;Com;0.38;0.24;162;;;;
IC4139;G;13:04:04.15;+19:17:41.9;Com;0.64;0.52;60;;;;
IC4140;G;13:04:06.04;+20:05:46.9;Com;0.32;0.26;71;;;;
IC4141;G;13:04:07.73;+19:12:38.3;Com;0.66;0.55;108;;;;
IC4142;*;13:03:47.19;+38:11:42.3;CVn;;;;;;;
IC4143;*;13:03:45.50;+40:12:25.5;CVn;;;;;;;
IC4144;G;13:03:50.07;+36:56:36.2;CVn;0.96;0.18;6;;;;
IC4145;G;13:03:49.77;+38:17:11.7;CVn;0.71;0.17;135;;;;
IC4146;G;13:04:10.38;+19:16:41.7;Com;0.52;0.38;9;;;;
IC4147;G;13:04:09.43;+20:15:03.2;Com;0.32;0.17;156;;;;
IC4148;G;13:04:10.69;+19:15:33.0;Com;0.41;0.21;68;;;;
IC4149;G;13:04:10.82;+22:17:22.8;Com;0.65;0.39;82;;;;
IC4150;*;13:04:13.04;+21:59:12.2;Com;;;;;;;
IC4151;GPair;13:03:58.94;+36:51:28.4;CVn;0.40;;;;;;
IC4151 NED01;G;13:03:58.82;+36:51:25.4;CVn;0.25;0.18;65;;;;
IC4151 NED02;G;13:03:59.34;+36:51:30.4;CVn;0.47;0.23;8;;;;
IC4152;G;13:03:58.46;+38:11:55.0;CVn;0.75;0.63;11;;;;
IC4153;*;13:04:26.57;+19:02:41.9;Com;;;;;;;
IC4154;G;13:04:28.27;+23:34:30.1;Com;0.62;0.53;111;;;;
IC4155;*;13:04:08.90;+40:00:55.6;CVn;;;;;;;
IC4156;Dup;13:04:55.96;-07:56:51.7;Vir;;;;;4948;;
IC4157;*;13:04:18.58;+38:39:48.9;CVn;;;;;;;
IC4158;G;13:04:24.64;+36:28:47.6;CVn;0.76;0.25;125;;;;
IC4159;G;13:04:45.99;+22:14:31.7;Com;0.33;0.24;127;;;;
IC4160;G;13:04:48.06;+22:53:32.9;Com;0.43;0.20;22;;;;
IC4161;G;13:04:35.32;+39:58:38.9;CVn;0.71;0.18;107;;;;
IC4162;G;13:05:02.99;+20:33:17.3;Com;0.33;0.24;165;;;;
IC4163;G;13:05:08.01;+20:46:14.6;Com;0.40;0.33;31;;;;
IC4164;G;13:05:14.49;+20:32:49.6;Com;0.45;0.20;127;;;;
IC4165;G;13:04:56.96;+39:55:29.7;CVn;0.64;0.60;16;17.95;;;
IC4166;G;13:05:18.59;+31:26:32.3;CVn;1.01;0.49;177;;;;
IC4167;G;13:05:30.75;+21:54:36.1;Com;0.40;0.25;160;;;;
IC4168;G;13:05:10.71;+40:02:58.9;CVn;0.65;0.50;74;;;;
IC4169;GPair;13:05:12.09;+38:46:20.9;CVn;0.60;;;;;;
IC4169 NED01;G;13:05:12.01;+38:46:14.5;CVn;0.15;0.12;120;;;;
IC4169 NED02;G;13:05:12.52;+38:46:24.8;CVn;0.51;0.47;130;;;;
IC4170;GPair;13:05:34.85;+21:08:06.1;Com;0.80;;;;;;
IC4170 NED01;G;13:05:34.99;+21:08:05.8;Com;0.51;0.50;79;12.70;;;
IC4170 NED02;G;13:05:35.27;+21:07:46.9;Com;0.26;0.17;95;;;;
IC4171;G;13:05:18.81;+36:06:10.4;CVn;0.71;0.39;82;;;;
IC4172;G;13:06:33.36;+22:51:01.4;Com;0.49;0.39;85;;;;
IC4173;Dup;13:03:54.73;-11:30:18.2;Vir;;;;;4933A;;
IC4174;*;13:05:28.56;+36:23:47.1;CVn;;;;;;;
IC4175;G;13:05:47.47;+20:22:28.9;Com;0.40;0.27;138;;;;
IC4176;Dup;13:03:56.74;-11:29:53.0;Vir;;;;;4933B;;
IC4177;G;13:06:28.95;-13:34:17.9;Vir;0.87;0.45;90;;;;
IC4178;G;13:05:41.50;+36:01:02.9;CVn;0.63;0.24;120;;;;
IC4179;*;13:05:45.90;+37:11:52.1;CVn;;;;;;;
IC4180;G;13:06:56.49;-23:55:01.6;Hya;1.38;1.02;163;;;;
IC4181;G;13:06:06.42;+21:29:38.0;Com;0.53;0.47;125;;;;
IC4182;G;13:05:49.54;+37:36:17.6;CVn;6.01;5.52;0;;;;
IC4183;G;13:06:11.56;+21:30:15.7;Com;0.46;0.40;113;;;;
IC4184;G;13:05:51.77;+38:50:14.6;CVn;0.33;0.22;111;;;;
IC4185;GPair;13:06:12.64;+21:46:22.9;Com;1.00;;;;;;
IC4185 NED01;G;13:06:12.57;+21:46:09.3;Com;0.55;0.23;147;;;;
IC4185 NED02;G;13:06:12.77;+21:46:33.1;Com;0.32;0.19;21;;;;
IC4186;**;13:05:57.36;+36:59:09.8;CVn;;;;;;;
IC4187;G;13:05:59.62;+36:17:54.5;CVn;0.55;0.43;157;;;;
IC4188;G;13:06:02.33;+36:19:41.6;CVn;0.46;0.37;53;;;;
IC4189;G;13:06:03.55;+35:58:49.2;CVn;1.25;0.84;180;;;;
IC4190;*;13:06:06.38;+37:36:36.1;CVn;;;;;;;
IC4191;PN;13:08:47.23;-67:38:37.5;Mus;0.08;;;10.60;;;
IC4192;Other;13:06:08.60;+37:36:20.0;CVn;;;;;;;
IC4193;G;13:06:06.33;+39:25:25.0;CVn;0.49;0.32;61;;;;
IC4194;*;13:06:07.79;+38:52:24.9;CVn;;;;;;;
IC4195;*;13:06:15.43;+37:02:23.2;CVn;;;;;;;
IC4196;Dup;13:07:33.74;-24:00:30.8;Hya;;;;;4970;;
IC4197;G;13:08:04.33;-23:47:48.7;Hya;1.84;1.12;162;;;;
IC4198;Dup;13:07:42.82;+24:48:38.1;Com;;;;;4979;;
IC4199;*;13:07:32.67;+35:51:35.4;CVn;;;;;;;
IC4200;G;13:09:34.76;-51:58:06.9;Cen;1.69;1.06;154;13.82;;;
IC4201;G;13:07:51.22;+35:50:05.5;CVn;0.66;0.63;85;;;;
IC4202;G;13:08:31.58;+24:42:02.8;Com;1.74;0.36;142;;;;
IC4203;*;13:08:19.07;+40:25:40.4;CVn;;;;;;;
IC4204;G;13:08:21.58;+39:27:40.2;CVn;0.95;0.21;42;;;;
IC4205;Dup;13:08:41.73;+52:46:27.4;UMa;;;;;;853;
IC4206;*;13:09:21.94;+39:01:20.1;CVn;;;;;;;
IC4207;G;13:09:26.73;+37:49:22.6;CVn;0.49;0.30;2;;;;
IC4208;*;13:09:37.99;+37:15:20.1;CVn;;;;;;;
IC4209;G;13:10:22.49;-07:10:14.5;Vir;1.28;0.53;99;;;;
IC4210;Dup;13:10:47.65;+29:42:35.6;Com;;;;;5004B;;
IC4211;*;13:10:56.48;+37:10:34.5;CVn;;;;;;;
IC4212;G;13:12:02.99;-06:58:33.0;Vir;0.33;0.21;140;;;;
IC4213;G;13:12:11.22;+35:40:10.9;CVn;2.48;0.48;176;;;;
IC4214;G;13:17:42.69;-32:06:06.1;Cen;2.96;1.84;165;11.65;;;
IC4215;G;13:16:16.83;+25:24:18.8;Com;1.55;0.36;46;;;;
IC4216;G;13:17:01.87;-10:46:12.0;Vir;2.05;0.77;53;;;;
IC4217;G;13:17:13.28;-13:09:14.7;Vir;0.68;0.62;30;;;;
IC4218;G;13:17:03.41;-02:15:40.6;Vir;1.20;0.37;159;14.73;;;
IC4219;G;13:18:29.74;-31:37:51.2;Cen;1.12;0.97;114;12.84;;;
IC4220;G;13:17:54.32;-13:36:19.7;Vir;0.85;0.61;105;;;;
IC4221;G;13:18:30.35;-14:36:32.0;Vir;1.54;0.71;167;;;;
IC4222;Dup;13:19:40.57;-27:25:44.3;Hya;;;;;879;;
IC4223;G;13:18:55.21;+07:47:43.8;Vir;0.72;0.53;140;;;;
IC4224;G;13:19:05.05;-02:30:55.1;Vir;0.88;0.37;99;;;;
IC4225;G;13:20:00.95;+31:58:53.0;CVn;1.64;0.33;131;;;;
IC4226;G;13:20:30.41;+32:00:14.1;CVn;0.49;0.35;140;;;;
IC4227;G;13:20:53.48;+32:11:26.8;CVn;0.54;0.44;77;;;;
IC4228;G;13:21:34.10;+25:30:58.5;Com;0.80;0.55;67;;;;
IC4229;G;13:22:26.13;-02:25:05.8;Vir;0.80;0.67;15;;;;
IC4230;G;13:21:59.20;+26:44:01.9;Com;1.19;0.36;1;;;;
IC4231;G;13:23:13.38;-26:18:01.4;Hya;2.06;0.57;34;;;;
IC4232;G;13:23:22.45;-26:06:34.2;Hya;1.19;0.37;4;;;;
IC4233;Dup;13:24:50.43;-30:18:27.1;Cen;;;;;5124;;
IC4234;G;13:22:59.87;+27:06:59.1;Com;0.78;0.68;12;;;;
IC4235;G;13:23:52.97;-12:44:36.1;Vir;0.91;0.25;78;;;;
IC4236;Dup;13:23:27.45;+06:23:33.2;Vir;;;;;5118;;
IC4237;G;13:24:32.76;-21:08:12.6;Vir;2.14;1.39;135;;;;
IC4238;G;13:23:59.95;+30:55:56.7;CVn;0.87;0.24;29;;;;
IC4239;G;13:24:25.43;+30:57:33.4;CVn;0.88;0.63;132;;;;
IC4240;G;13:24:27.56;+30:58:40.5;CVn;0.54;0.25;34;;;;
IC4241;G;13:24:46.55;+26:44:18.3;Com;0.62;0.47;64;;;;
IC4242;G;13:24:40.92;+31:01:35.4;CVn;0.58;0.41;137;;;;
IC4243;G;13:25:51.24;-27:37:36.8;Hya;0.50;0.38;35;;;;
IC4244;G;13:24:56.27;+26:27:48.7;Com;0.81;0.34;82;;;;
IC4245;G;13:25:59.05;-26:40:39.8;Hya;0.73;0.52;112;;;;
IC4246;G;13:26:00.25;-26:40:41.0;Hya;0.62;0.26;147;;;;
IC4247;G;13:26:44.43;-30:21:44.7;Cen;1.38;0.52;154;14.28;;;
IC4248;G;13:26:47.22;-29:52:52.9;Hya;1.04;0.65;89;14.80;;;
IC4249;G;13:27:06.56;-27:57:23.0;Hya;1.43;0.41;111;14.57;;;
IC4250;G;13:26:08.94;+26:28:37.8;Com;0.55;0.32;53;;;;
IC4251;G;13:27:24.28;-29:26:39.7;Hya;0.98;0.65;145;;;;
IC4252;G;13:27:28.00;-27:19:29.2;Hya;2.00;1.08;135;;;;
IC4253;G;13:27:32.37;-27:52:19.7;Hya;1.41;0.71;135;;;;
IC4254;G;13:27:45.37;-27:13:21.1;Hya;0.75;0.54;81;;;;
IC4255;G;13:28:00.12;-27:21:15.5;Hya;1.34;0.99;45;;;;
IC4256;G;13:27:03.19;+30:58:36.6;CVn;0.66;0.32;44;;;;
IC4257;Other;13:27:20.33;+46:52:01.2;CVn;;;;;;;
IC4258;G;13:27:53.26;+28:30:29.5;CVn;0.85;0.68;29;;;;
IC4259;G;13:29:28.15;-30:08:05.8;Cen;0.99;0.56;149;;;;
IC4260;G;13:29:40.42;-28:15:57.9;Hya;1.17;0.29;96;;;;
IC4261;G;13:29:47.66;-28:00:22.9;Hya;1.17;0.86;131;;;;
IC4262;G;13:30:23.10;-28:16:14.1;Hya;1.18;0.37;65;;;;
IC4263;G;13:28:33.19;+46:55:37.9;CVn;1.71;0.42;102;;;;
IC4264;G;13:30:17.72;-27:55:42.4;Hya;1.88;0.47;105;;;;
IC4265;G;13:30:22.97;-25:45:56.0;Hya;0.84;0.53;5;;;;
IC4266;G;13:29:05.63;+37:36:42.3;CVn;0.55;0.50;10;;;;
IC4267;G;13:30:36.10;-26:15:21.8;Hya;1.30;0.45;135;;;;
IC4268;G;13:29:12.33;+37:39:37.8;CVn;0.63;0.46;90;;;;
IC4269;G;13:29:21.04;+37:37:23.1;CVn;0.46;0.46;85;;;;
IC4270;G;13:30:49.09;-25:20:01.2;Hya;0.95;0.83;7;;;;
IC4271;GPair;13:29:21.40;+37:24:42.0;CVn;0.80;;;;;;
IC4271 NED01;G;13:29:21.44;+37:24:50.5;CVn;0.87;0.66;167;;;;
IC4271 NED02;G;13:29:21.31;+37:24:34.8;CVn;;;;;;;
IC4272;G;13:31:16.56;-29:57:26.5;Hya;0.98;0.18;111;;;;
IC4273;G;13:31:29.86;-28:53:36.4;Hya;0.95;0.64;24;;;;
IC4274;Dup;13:33:32.91;-65:58:26.6;Mus;;;;;5189;;
IC4275;G;13:31:51.30;-29:43:56.6;Hya;0.95;0.54;25;16.60;;;
IC4276;G;13:32:06.26;-28:09:24.6;Hya;1.32;0.18;61;;;;
IC4277;G;13:30:16.72;+47:18:51.0;CVn;0.67;0.08;91;;;;
IC4278;G;13:30:27.55;+47:14:48.8;CVn;0.43;0.40;65;;;;
IC4279;G;13:32:30.97;-27:07:38.9;Hya;0.68;0.38;52;;;;
IC4280;G;13:32:53.40;-24:12:25.7;Hya;1.13;0.76;64;;;;
IC4281;G;13:32:38.25;-27:10:10.7;Hya;1.30;0.79;98;;;;
IC4282;G;13:31:19.77;+47:11:01.9;CVn;0.40;0.38;156;;;;
IC4283;G;13:32:10.68;+28:23:20.8;CVn;0.65;0.34;69;;;;
IC4284;G;13:31:31.94;+46:47:42.4;CVn;0.32;0.30;21;;;;
IC4285;G;13:31:45.54;+46:49:17.8;CVn;0.32;0.17;92;;;;
IC4286;G;13:33:35.65;-27:37:52.4;Hya;0.41;0.34;20;;;;
IC4287;GPair;13:32:39.00;+25:26:28.0;Com;1.00;;;;;;
IC4287 NED01;G;13:32:38.97;+25:26:28.0;Com;0.96;0.46;152;;;;
IC4287 NED02;G;13:32:39.66;+25:26:24.7;Com;;;;;;;
IC4288;G;13:34:30.42;-27:18:15.2;Hya;1.36;0.60;114;;;;
IC4289;G;13:34:47.81;-27:07:37.5;Hya;1.40;0.62;8;;;;
IC4290;G;13:35:19.58;-28:01:18.5;Hya;1.35;1.11;99;;;;
IC4291;OCl;13:36:56.41;-62:05:35.2;Cen;5.10;;;9.70;;;
IC4292;G;13:35:46.60;-27:40:25.9;Hya;0.56;0.48;14;;;;
IC4293;G;13:36:02.26;-25:52:56.3;Hya;2.19;1.39;177;13.50;;;
IC4294;G;13:36:31.23;-28:46:52.1;Hya;0.93;0.45;32;;;;
IC4295;G;13:36:34.46;-29:05:22.0;Hya;1.04;0.40;114;;;;
IC4296;G;13:36:39.03;-33:57:57.0;Cen;4.62;2.43;42;12.99;;;
IC4297;G;13:35:19.25;+26:25:29.2;Boo;0.88;0.40;70;;;;
IC4298;G;13:36:34.73;-26:33:13.9;Hya;1.60;0.82;177;;;;
IC4299;G;13:36:47.48;-34:03:56.9;Cen;1.87;0.81;58;12.67;;;
IC4300;G;13:35:25.20;+33:25:11.3;CVn;0.23;0.23;12;;;;
IC4301;G;13:35:35.80;+33:22:28.2;CVn;1.29;0.39;130;;;;
IC4302;G;13:35:35.95;+33:28:46.5;CVn;1.36;0.27;126;;;;
IC4303;G;13:37:18.22;-28:39:28.7;Hya;0.98;0.54;71;;;;
IC4304;G;13:35:57.88;+33:25:48.1;CVn;1.31;0.55;41;;;;
IC4305;G;13:35:58.37;+33:28:26.1;CVn;0.98;0.86;173;;;;
IC4306;G;13:36:19.64;+33:25:24.4;CVn;1.10;0.39;81;;;;
IC4307;G;13:36:36.17;+27:14:31.9;Boo;0.66;0.59;84;;;;
IC4308;Other;13:36:52.36;+32:44:00.1;CVn;;;;;;;
IC4309;G;13:38:50.04;-29:39:45.8;Hya;0.77;0.50;132;;;;
IC4310;G;13:38:57.14;-25:50:44.6;Hya;2.38;0.96;73;;;;
IC4311;G;13:40:07.96;-51:02:10.1;Cen;1.11;0.78;161;;;;
IC4312;G;13:40:30.90;-51:04:15.2;Cen;1.21;0.89;75;;;;
IC4313;G;13:38:20.71;+26:45:35.2;Boo;0.59;0.38;38;;;;
IC4314;G;13:38:25.07;+26:44:33.0;Boo;0.91;0.65;10;;;;
IC4315;G;13:40:03.19;-25:28:28.4;Hya;1.60;0.32;132;;;;
IC4316;G;13:40:18.41;-28:53:32.0;Hya;1.38;1.00;56;15.93;;;
IC4317;G;13:41:45.82;+27:06:22.9;Boo;0.51;0.34;23;;;;
IC4318;G;13:43:22.69;-28:58:04.6;Hya;1.08;0.95;10;;;;
IC4319;G;13:43:26.57;-29:48:12.5;Hya;1.61;0.54;73;;;;
IC4320;G;13:44:03.72;-27:13:54.1;Hya;1.31;1.18;30;;;;
IC4321;G;13:44:31.25;-30:08:22.5;Cen;1.02;0.62;33;;;;
IC4322;G;13:43:44.15;+25:23:31.7;Boo;0.69;0.55;71;;;;
IC4323;G;13:45:06.88;-28:39:04.5;Hya;1.10;0.20;58;;;;
IC4324;G;13:45:27.31;-30:13:38.0;Cen;0.90;0.57;126;;;;
IC4325;G;13:47:39.65;-29:26:03.7;Hya;1.20;0.48;101;;;;
IC4326;G;13:48:21.49;-29:37:35.0;Hya;1.00;0.81;166;;;;
IC4327;G;13:48:43.80;-30:13:03.0;Cen;1.15;0.58;56;11.81;;;
IC4328;G;13:49:02.90;-29:56:13.3;Hya;1.07;0.70;174;;;;
IC4329;G;13:49:05.31;-30:17:45.1;Cen;4.74;2.65;67;11.54;;;
IC4330;G;13:47:14.85;-28:19:54.5;Hya;1.29;0.65;93;;;;
IC4331;G;13:49:24.61;+25:09:16.8;Boo;0.63;0.51;64;;;;
IC4332;G;13:49:52.55;+25:11:27.2;Boo;0.85;0.78;3;;;;
IC4333;G;14:05:20.59;-84:16:21.7;Oct;1.80;0.46;60;;;;
IC4334;G;13:49:48.27;+29:41:38.7;CVn;0.59;0.50;147;;;;
IC4335;*;13:49:45.07;+33:40:25.1;CVn;;;;;;;
IC4336;G;13:50:43.37;+39:42:24.4;CVn;1.37;0.41;155;;;;
IC4337;G;13:52:19.28;+14:16:18.9;Boo;0.77;0.38;106;;;;
IC4338;Dup;13:52:54.46;-01:06:52.7;Vir;;;;;5334;;
IC4339;*;13:53:28.83;+37:32:20.5;CVn;;;;11.50;;;
IC4340;G;13:53:33.53;+37:23:13.1;CVn;1.27;0.90;31;;;;
IC4341;G;13:53:34.25;+37:31:20.1;CVn;0.92;0.84;50;;;;
IC4342;G;13:54:22.11;+25:09:11.1;Boo;1.09;0.43;53;;;;
IC4343;G;13:54:55.80;+25:07:21.5;Boo;1.05;0.61;102;;;;
IC4344;G;13:55:12.59;+25:01:17.2;Boo;1.10;0.70;67;;;;
IC4345;G;13:55:13.39;+25:03:06.5;Boo;1.23;1.18;134;;;;
IC4346;G;13:55:40.57;+25:09:11.0;Boo;0.73;0.66;4;;;;
IC4347;Dup;13:57:43.87;-39:58:42.3;Cen;;;;;5367;;
IC4348;G;13:55:45.09;+25:12:11.2;Boo;1.13;1.13;117;;;;
IC4349;G;13:55:46.34;+25:09:06.9;Boo;1.04;0.50;119;;;;
IC4350;G;13:57:13.92;-25:14:44.9;Hya;1.88;0.74;133;;;;
IC4351;G;13:57:54.26;-29:18:56.6;Hya;6.55;1.04;18;;;;
IC4352;G;13:58:25.12;-34:31:02.4;Cen;1.82;0.73;88;;;;
IC4353;Other;13:57:03.70;+37:43:44.6;CVn;;;;;;;
IC4354;G;13:58:30.90;-12:36:19.3;Vir;1.36;0.33;106;;;;
IC4355;G;13:58:06.12;+28:25:21.7;CVn;0.43;0.40;54;;;;
IC4356;G;13:58:45.10;+37:29:26.4;CVn;0.54;0.46;15;;;;
IC4357;G;14:00:43.69;+31:53:39.0;CVn;0.93;0.51;67;;;;
IC4358;G;14:03:34.18;-10:09:04.5;Vir;1.39;0.29;111;;;;
IC4359;G;14:05:23.33;-45:16:11.2;Cen;1.18;0.89;13;;;;
IC4360;G;14:04:21.34;-11:25:29.4;Vir;0.78;0.47;33;;;;
IC4361;G;14:04:07.47;-09:46:08.0;Vir;0.66;0.34;170;;;;
IC4362;G;14:05:22.22;-41:49:08.3;Cen;1.81;0.69;147;;;;
IC4363;G;14:04:12.30;-09:38:29.9;Vir;0.45;0.21;25;;;;
IC4364;G;14:04:19.72;-09:59:35.8;Vir;0.91;0.66;106;;;;
IC4365;Dup;14:03:47.34;+09:31:25.3;Boo;;;;;5437;;
IC4366;G;14:05:11.48;-33:45:36.4;Cen;1.63;1.21;149;;;;
IC4367;G;14:05:36.58;-39:12:12.1;Cen;1.64;1.43;71;;;;
IC4368;G;14:04:46.44;-09:57:44.1;Vir;0.55;0.38;40;;;;
IC4369;G;14:04:05.87;+33:19:14.6;CVn;0.44;0.38;29;;;;
IC4370;G;14:04:09.86;+33:20:45.6;CVn;0.44;0.33;96;;;;
IC4371;G;14:04:10.87;+33:18:28.1;CVn;0.81;0.54;50;;;;
IC4372;G;14:05:46.09;-10:54:00.3;Vir;0.48;0.15;75;;;;
IC4373;G;14:05:43.17;+25:13:52.9;Boo;0.82;0.78;23;;;;
IC4374;G;14:07:29.76;-27:01:04.3;Hya;1.80;1.39;106;;;;
IC4375;Dup;14:08:03.11;-33:18:53.7;Cen;;;;;5488;;
IC4376;Other;14:10:50.47;-30:47:33.9;Cen;;;;;;;
IC4377;G;14:16:58.81;-75:38:49.9;Aps;1.98;0.69;95;;;;
IC4378;G;14:12:09.57;-34:15:55.2;Cen;1.54;0.61;158;;;;
IC4379;G;14:12:10.24;-34:16:21.8;Cen;0.92;0.42;93;;;;
IC4380;G;14:10:02.12;+37:32:59.5;Boo;0.73;0.68;10;;;;
IC4381;Dup;14:10:57.24;+25:29:50.0;Boo;;;;;5008;;
IC4382;G;14:11:02.54;+25:31:09.7;Boo;0.64;0.16;9;;;;
IC4383;Dup;14:12:12.72;+15:52:08.0;Boo;;;;;5504B;;
IC4384;G;14:11:56.02;+27:06:50.1;Boo;1.13;0.80;165;;;;
IC4385;Other;14:14:31.72;-42:19:25.0;Cen;;;;;;;
IC4386;G;14:15:02.37;-43:57:40.8;Cen;2.57;0.38;146;;;;
IC4387;G;14:15:01.75;-43:59:24.4;Cen;1.26;0.72;67;;;;
IC4388;G;14:16:03.48;-31:45:09.5;Cen;1.14;0.97;4;;;;
IC4389;G;14:16:46.20;-40:33:09.0;Cen;0.83;0.60;100;;;;
IC4390;G;14:16:59.20;-44:58:38.4;Lup;1.95;0.63;10;;;;
IC4391;G;14:16:27.04;-31:41:05.9;Cen;0.98;0.78;55;;;;
IC4392;Other;14:15:53.17;-13:03:04.5;Vir;;;;;;;
IC4393;G;14:17:48.95;-31:20:56.7;Cen;2.30;0.38;75;;;;
IC4394;Other;14:16:22.36;+39:41:51.7;Boo;;;;;;;
IC4395;G;14:17:21.08;+26:51:26.8;Boo;1.16;0.80;25;;;;
IC4396;G;14:17:30.24;+28:48:00.0;Boo;0.63;0.41;21;14.99;;;
IC4397;G;14:17:58.72;+26:24:45.2;Boo;1.08;0.74;160;;;;
IC4398;G;14:18:03.44;+28:51:59.0;Boo;0.62;0.56;10;;;;
IC4399;G;14:18:23.96;+26:23:09.2;Boo;0.71;0.35;139;;;;
IC4400;Other;14:22:13.45;-60:34:11.3;Cen;;;;;;;
IC4401;G;14:19:25.07;-04:29:20.9;Vir;1.50;0.60;10;;;;
IC4402;G;14:21:13.09;-46:17:52.4;Lup;5.78;0.96;126;;;;
IC4403;G;14:18:16.87;+31:39:13.8;Boo;1.23;0.48;137;;;;
IC4404;*;14:09:51.02;+78:37:40.2;UMi;;;;;;;
IC4405;G;14:19:16.59;+26:17:54.9;Boo;1.35;0.87;105;;;;
IC4406;PN;14:22:26.48;-44:09:00.7;Lup;0.58;;;10.20;;;
IC4407;G;14:23:36.86;-05:58:59.6;Vir;1.48;0.71;173;;;;
IC4408;G;14:21:13.09;+29:59:36.6;Boo;0.83;0.39;128;;;;
IC4409;G;14:21:33.30;+31:35:07.9;Boo;0.79;0.54;38;;;;
IC4410;G;14:22:13.95;+17:23:50.4;Boo;0.79;0.41;57;;;;
IC4411;Other;14:25:01.10;-35:01:14.2;Cen;;;;;;;
IC4412;Dup;14:23:10.31;+26:15:56.9;Boo;;;;;5594;;
